company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
mot electrical,,Electrician,,,,,527,,,,,https://www.mybuilder.com/profile/mot_electrical,mybuilder
davelec,,Electrician,,,,,58,,,,,https://www.mybuilder.com/profile/davelec,mybuilder
ricalda,,Electrician,,,,,527,,,,,https://www.mybuilder.com/profile/ricalda,mybuilder
region electrical services,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/region_electrical_services,mybuilder
sc services 1,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/sc-services-1,mybuilder
ml electrical 73,,Electrician,,,,,58,,,,,https://www.mybuilder.com/profile/ml_electrical_73,mybuilder
weekend spark,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/weekend-spark,mybuilder
quantum eco limited,,Electrician,,,,,521,,,,,https://www.mybuilder.com/profile/quantum-eco-limited,mybuilder
funnell electrical,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/funnell_electrical,mybuilder
rps electrical specialists,,Electrician,,,,,55,,,,,https://www.mybuilder.com/profile/rps_electrical_specialists,mybuilder
